"","probeID","geneNames","ensemblID","distToTSS"
"20564","cg21228284",NA,NA,NA
"20565","cg09306186",NA,NA,NA
"20566","cg05556210",NA,NA,NA
"20567","cg10683939",NA,NA,NA
"20568","cg17500962",NA,NA,NA
"20569","cg07773642",NA,NA,NA
"20570","cg21212066",NA,NA,NA
"20571","cg09870606",NA,NA,NA
"20572","cg09787254",NA,NA,NA
"20573","cg10432620",NA,NA,NA
"20574","cg20957193",NA,NA,NA
"20575","cg01994779",NA,NA,NA
"20576","cg03991512",NA,NA,NA
"20577","cg24429836",NA,NA,NA
"20578","cg03217964",NA,NA,NA
"20579","cg18371284",NA,NA,NA
"20580","cg16863382",NA,NA,NA
"20581","cg21686987",NA,NA,NA
"20582","cg15824705",NA,NA,NA
"20583","cg19094438",NA,NA,NA
"20584","cg27005053",NA,NA,NA
"20585","cg17465219",NA,NA,NA
"20586","cg07843027",NA,NA,NA
"20587","cg02298612",NA,NA,NA
"20588","cg12532477",NA,NA,NA
"20589","cg17564818",NA,NA,NA
"20590","cg13496066",NA,NA,NA
"20591","cg13906548",NA,NA,NA
"20592","cg13232900",NA,NA,NA
"20593","cg05165580",NA,NA,NA
"20594","cg08585897",NA,NA,NA
"20595","cg26651073",NA,NA,NA
"20596","cg24966460",NA,NA,NA
"20597","cg25383242",NA,NA,NA
"20598","cg06793062",NA,NA,NA
"20599","cg18383391",NA,NA,NA
"20600","cg02597269",NA,NA,NA
"20601","cg03238797",NA,NA,NA
"20602","cg20807545",NA,NA,NA
"20603","cg21048669",NA,NA,NA
"20604","cg04365980",NA,NA,NA
"20605","cg16508857",NA,NA,NA
"20606","cg06532176",NA,NA,NA
"20607","cg14055374",NA,NA,NA
"20608","cg10689889",NA,NA,NA
"20609","cg27555479",NA,NA,NA
"20610","cg00720137",NA,NA,NA
"20611","cg17858663",NA,NA,NA
"20612","cg20567721",NA,NA,NA
"20613","cg01848594",NA,NA,NA
"20614","cg15264808",NA,NA,NA
"20615","cg10358212",NA,NA,NA
"20616","cg22734315",NA,NA,NA
"20617","cg12879297",NA,NA,NA
"20618","cg24687764",NA,NA,NA
"20619","cg08529259",NA,NA,NA
"20620","cg01602416",NA,NA,NA
"20621","cg22947000",NA,NA,NA
"20622","cg17465631",NA,NA,NA
"20623","cg05916783",NA,NA,NA
"20624","cg11625451",NA,NA,NA
"20625","cg20349625",NA,NA,NA
"20626","cg21522797",NA,NA,NA
"20627","cg20373326",NA,NA,NA
"20628","cg19807685",NA,NA,NA
"20629","cg08355340",NA,NA,NA
"20630","cg16119274",NA,NA,NA
"20631","cg01880569",NA,NA,NA
"20632","cg08977371",NA,NA,NA
"20633","cg08747377",NA,NA,NA
"20634","cg00806490",NA,NA,NA
"20635","cg13759328",NA,NA,NA
"20636","cg19369556",NA,NA,NA
"20637","cg16777782",NA,NA,NA
"20638","cg19854301",NA,NA,NA
"20639","cg02168291",NA,NA,NA
"20640","cg14296374",NA,NA,NA
"20641","cg15581500",NA,NA,NA
"20642","cg05887405",NA,NA,NA
"20643","cg22309489",NA,NA,NA
"20644","cg02899772",NA,NA,NA
"20645","cg03930357",NA,NA,NA
"20646","cg04491089",NA,NA,NA
"20647","cg08965527",NA,NA,NA
"20648","cg19706682",NA,NA,NA
"20649","cg26359240",NA,NA,NA
"20650","cg20315643",NA,NA,NA
"20651","cg12533335",NA,NA,NA
"20652","cg17561452",NA,NA,NA
"20653","cg07595943",NA,NA,NA
"20654","cg11913615",NA,NA,NA
"20655","cg25101056",NA,NA,NA
"20656","cg23865698",NA,NA,NA
"20657","cg04195127",NA,NA,NA
"20658","cg02475653",NA,NA,NA
"20659","cg18806980",NA,NA,NA
"20660","cg22677246",NA,NA,NA
"20661","cg13623690",NA,NA,NA
"20662","cg23617760",NA,NA,NA
"20663","cg07179770",NA,NA,NA
"20664","cg01211097",NA,NA,NA
"20665","cg20999813",NA,NA,NA
"20666","cg07207789",NA,NA,NA
"20667","cg23606079",NA,NA,NA
"20668","cg01876612",NA,NA,NA
"20669","cg07929310",NA,NA,NA
"20670","cg24148044",NA,NA,NA
"20671","cg23487586",NA,NA,NA
"20672","cg13391235",NA,NA,NA
"20673","cg16034046",NA,NA,NA
"20674","cg23530850",NA,NA,NA
"20675","cg23871933",NA,NA,NA
"20676","cg19890739",NA,NA,NA
"20677","cg15819333",NA,NA,NA
"20678","cg06438404",NA,NA,NA
"20679","cg09831311",NA,NA,NA
"20680","cg06020352",NA,NA,NA
"20681","cg24826867",NA,NA,NA
"20682","cg06602857",NA,NA,NA
"20683","cg25971347",NA,NA,NA
"20684","cg24063470",NA,NA,NA
"20685","cg17095797",NA,NA,NA
"20686","cg06995715",NA,NA,NA
"20687","cg02932689",NA,NA,NA
"20688","cg05038209",NA,NA,NA
"20689","cg06330621",NA,NA,NA
"20690","cg10920957",NA,NA,NA
"20691","cg23040064",NA,NA,NA
"20692","cg24444408",NA,NA,NA
"20693","cg23839398",NA,NA,NA
"20694","cg26907768",NA,NA,NA
"20695","cg12408911",NA,NA,NA
"20696","cg11667117",NA,NA,NA
"20697","cg18676679",NA,NA,NA
"20698","cg03631076",NA,NA,NA
"20699","cg08738269",NA,NA,NA
"20700","cg20652640",NA,NA,NA
"20701","cg21184011",NA,NA,NA
"20702","cg23830326",NA,NA,NA
"20703","cg26537639",NA,NA,NA
"20704","cg19790294",NA,NA,NA
"20705","cg17386700",NA,NA,NA
"20706","cg21910663",NA,NA,NA
"20707","cg23392782",NA,NA,NA
"20708","cg01985852",NA,NA,NA
"20709","cg16825643",NA,NA,NA
"20710","cg17863168",NA,NA,NA
"20711","cg10139614",NA,NA,NA
"20712","cg00073650",NA,NA,NA
"20713","cg06178072",NA,NA,NA
"20714","cg08781448",NA,NA,NA
"20715","cg00151607",NA,NA,NA
"20716","cg23606023",NA,NA,NA
"20717","cg13745346",NA,NA,NA
"20718","cg11476254",NA,NA,NA
"20719","cg03819692",NA,NA,NA
"20720","cg11386746",NA,NA,NA
"20721","cg00511475",NA,NA,NA
"20722","cg08392591",NA,NA,NA
"20723","cg13918581",NA,NA,NA
"20724","cg15206445",NA,NA,NA
"20725","cg04879696",NA,NA,NA
"20726","cg23877786",NA,NA,NA
"20727","cg16444968",NA,NA,NA
"20728","cg07690018",NA,NA,NA
"20729","cg15993402",NA,NA,NA
"20730","cg26563737",NA,NA,NA
"20731","cg02910574",NA,NA,NA
"20732","cg04155793",NA,NA,NA
"20733","cg12119029",NA,NA,NA
"20734","cg18445047",NA,NA,NA
"20735","cg27462160",NA,NA,NA
"20736","cg02609749",NA,NA,NA
"20737","cg21306218",NA,NA,NA
"20738","cg19216839",NA,NA,NA
"20739","cg24800887",NA,NA,NA
"20740","cg01161216",NA,NA,NA
"20741","cg14709524",NA,NA,NA
"20742","cg14696348",NA,NA,NA
"20743","cg16790239",NA,NA,NA
"20744","cg15669092",NA,NA,NA
"20745","cg13494498",NA,NA,NA
"20746","cg16504670",NA,NA,NA
"20747","cg25193494",NA,NA,NA
"20748","cg13969584",NA,NA,NA
"20749","cg13446235",NA,NA,NA
"20750","cg27298262",NA,NA,NA
"20751","cg04731384",NA,NA,NA
"20752","cg15936718",NA,NA,NA
"20753","cg03634997",NA,NA,NA
"20754","cg16799087",NA,NA,NA
"20755","cg10335112",NA,NA,NA
"20756","cg27562023",NA,NA,NA
"20757","cg02671171",NA,NA,NA
"20758","cg04326040",NA,NA,NA
"20759","cg06500079",NA,NA,NA
"20760","cg25186143",NA,NA,NA
"20761","cg10981541",NA,NA,NA
"20762","cg10318443",NA,NA,NA
"20763","cg00224234",NA,NA,NA
"20764","cg08785922",NA,NA,NA
"20765","cg12770741",NA,NA,NA
"20766","cg19816938",NA,NA,NA
"20767","cg25374854",NA,NA,NA
"20768","cg25299176",NA,NA,NA
"20769","cg11816577",NA,NA,NA
"20770","cg18085206",NA,NA,NA
"20771","cg06197006",NA,NA,NA
"20772","cg00597076",NA,NA,NA
"20773","cg19731122",NA,NA,NA
"20774","cg20612559",NA,NA,NA
"20775","cg11023442",NA,NA,NA
"20776","cg20122476",NA,NA,NA
"20777","cg11719157",NA,NA,NA
"20778","cg00761755",NA,NA,NA
"20779","cg11896345",NA,NA,NA
"20780","cg11998307",NA,NA,NA
"20781","cg19400725",NA,NA,NA
"20782","cg04049033",NA,NA,NA
"20783","cg05903609",NA,NA,NA
"20784","cg04317366",NA,NA,NA
"20785","cg00422913",NA,NA,NA
"20786","cg11099291",NA,NA,NA
"20787","cg04780454",NA,NA,NA
"20788","cg25803583",NA,NA,NA
"20789","cg24214470",NA,NA,NA
"20790","cg22242539",NA,NA,NA
"20791","cg09901733",NA,NA,NA
"20792","cg17057072",NA,NA,NA
"20793","cg04005701",NA,NA,NA
"20794","cg11516377",NA,NA,NA
"20795","cg25340056",NA,NA,NA
"20796","cg13315690",NA,NA,NA
"20797","cg23906144",NA,NA,NA
"20798","cg17210604",NA,NA,NA
"20799","cg19001794",NA,NA,NA
"20800","cg01168201",NA,NA,NA
"20801","cg12946690",NA,NA,NA
"20802","cg21745320",NA,NA,NA
"20803","cg25430696",NA,NA,NA
"20804","cg21870662",NA,NA,NA
"20805","cg18557086",NA,NA,NA
"20806","cg10911877",NA,NA,NA
"20807","cg26932976",NA,NA,NA
"20808","cg17119387",NA,NA,NA
"20809","cg02721374",NA,NA,NA
"20810","cg27622610",NA,NA,NA
"20811","cg06882926",NA,NA,NA
"20812","cg27429194",NA,NA,NA
"20813","cg16678925",NA,NA,NA
"20814","cg25607161",NA,NA,NA
"20815","cg26232558",NA,NA,NA
"20816","cg14014613",NA,NA,NA
"20817","cg14043602",NA,NA,NA
"20818","cg16506346",NA,NA,NA
"20819","cg05674036",NA,NA,NA
"20820","cg14314889",NA,NA,NA
"20821","cg22510822",NA,NA,NA
"20822","cg12485992",NA,NA,NA
"20823","cg06862644",NA,NA,NA
"20824","cg07732644",NA,NA,NA
"20825","cg02228185",NA,NA,NA
"20826","cg05790038",NA,NA,NA
"20827","cg10137010",NA,NA,NA
"20828","cg25371182",NA,NA,NA
"20829","cg25026013",NA,NA,NA
"20830","cg12004730",NA,NA,NA
"20831","cg13246592",NA,NA,NA
"20832","cg03317245",NA,NA,NA
"20833","cg19585196",NA,NA,NA
"20834","cg14781919",NA,NA,NA
"20835","cg21856603",NA,NA,NA
"20836","cg20500126",NA,NA,NA
"20837","cg15307449",NA,NA,NA
"20838","cg02655623",NA,NA,NA
"20839","cg23668631",NA,NA,NA
"20840","cg01526089",NA,NA,NA
"20841","cg26697117",NA,NA,NA
"20842","cg15443822",NA,NA,NA
"20843","cg01914242",NA,NA,NA
"20844","cg01040062",NA,NA,NA
"20845","cg12188482",NA,NA,NA
"20846","cg05922057",NA,NA,NA
"20847","cg07607921",NA,NA,NA
"20848","cg21705120",NA,NA,NA
"20849","cg01138020",NA,NA,NA
"20850","cg18750756",NA,NA,NA
"20851","cg23916158",NA,NA,NA
"20852","cg21000021",NA,NA,NA
"20853","cg04511534",NA,NA,NA
"20854","cg22628873",NA,NA,NA
"20855","cg01720228",NA,NA,NA
"20856","cg09872233",NA,NA,NA
"20857","cg15843823",NA,NA,NA
"20858","cg03950654",NA,NA,NA
"20859","cg23779331",NA,NA,NA
"20860","cg18056600",NA,NA,NA
"20861","cg19841506",NA,NA,NA
"20862","cg19478743",NA,NA,NA
"20863","cg18777448",NA,NA,NA
"20864","cg21066636",NA,NA,NA
"20865","cg08341874",NA,NA,NA
"20866","cg24182328",NA,NA,NA
"20867","cg19921492",NA,NA,NA
"20868","cg16882703",NA,NA,NA
"20869","cg20693880",NA,NA,NA
"20870","cg21295602",NA,NA,NA
"20871","cg17191186",NA,NA,NA
"20872","cg24221059",NA,NA,NA
"20873","cg23808301",NA,NA,NA
"20874","cg16685860",NA,NA,NA
"20875","cg01739167",NA,NA,NA
"20876","cg11340260",NA,NA,NA
"20877","cg25526759",NA,NA,NA
"20878","cg14100578",NA,NA,NA
"20879","cg14360897",NA,NA,NA
"20880","cg22628926",NA,NA,NA
"20881","cg04958703",NA,NA,NA
"20882","cg01926595",NA,NA,NA
"20883","cg06554928",NA,NA,NA
"20884","cg17820591",NA,NA,NA
"20885","cg13818368",NA,NA,NA
"20886","cg12815142",NA,NA,NA
"20887","cg07811750",NA,NA,NA
"20888","cg25349574",NA,NA,NA
"20889","cg19425528",NA,NA,NA
"20890","cg11264817",NA,NA,NA
"20891","cg09307264",NA,NA,NA
"20892","cg04862249",NA,NA,NA
"20893","cg24680602",NA,NA,NA
"20894","cg12763546",NA,NA,NA
"20895","cg12954718",NA,NA,NA
"20896","cg08742106",NA,NA,NA
"20897","cg09394600",NA,NA,NA
"20898","cg18034329",NA,NA,NA
"20899","cg11754343",NA,NA,NA
"20900","cg17505757",NA,NA,NA
"20901","cg21200380",NA,NA,NA
"20902","cg26588422",NA,NA,NA
"20903","cg02550200",NA,NA,NA
"20904","cg07478100",NA,NA,NA
"20905","cg24445405",NA,NA,NA
"20906","cg26770882",NA,NA,NA
"20907","cg26500816",NA,NA,NA
"20908","cg14723032",NA,NA,NA
"20909","cg16759954",NA,NA,NA
"20910","cg22459930",NA,NA,NA
"20911","cg26382071",NA,NA,NA
"20912","cg17452257",NA,NA,NA
"20913","cg07265622",NA,NA,NA
"20914","cg26623286",NA,NA,NA
"20915","cg16652063",NA,NA,NA
"20916","cg22040627",NA,NA,NA
"20917","cg23571857",NA,NA,NA
"20918","cg27146152",NA,NA,NA
"20919","cg02613386",NA,NA,NA
"20920","cg20723355",NA,NA,NA
"20921","cg13337865",NA,NA,NA
"20922","cg12685753",NA,NA,NA
"20923","cg03760483",NA,NA,NA
"20924","cg08946332",NA,NA,NA
"20925","cg09543792",NA,NA,NA
"20926","cg24173049",NA,NA,NA
"20927","cg15639045",NA,NA,NA
"20928","cg18530716",NA,NA,NA
"20929","cg01472101",NA,NA,NA
"20930","cg21550483",NA,NA,NA
"20931","cg12951282",NA,NA,NA
"20932","cg26661623",NA,NA,NA
"20933","cg08141989",NA,NA,NA
"20934","cg09245073",NA,NA,NA
"20935","cg24825722",NA,NA,NA
"20936","cg21636577",NA,NA,NA
"20937","cg12228229",NA,NA,NA
"20938","cg02740128",NA,NA,NA
"20939","cg25432997",NA,NA,NA
"20940","cg14438174",NA,NA,NA
"20941","cg25737491",NA,NA,NA
"20942","cg23983449",NA,NA,NA
"20943","cg07389922",NA,NA,NA
"20944","cg21287330",NA,NA,NA
"20945","cg11566939",NA,NA,NA
"20946","cg11212609",NA,NA,NA
"20947","cg25718402",NA,NA,NA
"20948","cg09103232",NA,NA,NA
"20949","cg17663577",NA,NA,NA
"20950","cg00901493",NA,NA,NA
"20951","cg01204271",NA,NA,NA
"20952","cg00804048",NA,NA,NA
"20953","cg24181591",NA,NA,NA
"20954","cg10905613",NA,NA,NA
"20955","cg11181795",NA,NA,NA
"20956","cg25671438",NA,NA,NA
"20957","cg18632631",NA,NA,NA
"20958","cg25499099",NA,NA,NA
"20959","cg15215114",NA,NA,NA
"20960","cg00309204",NA,NA,NA
"20961","cg03169180",NA,NA,NA
"20962","cg15660077",NA,NA,NA
"20963","cg27555365",NA,NA,NA
"20964","cg14782678",NA,NA,NA
"20965","cg13492227",NA,NA,NA
"20966","cg15068733",NA,NA,NA
"20967","cg04809787",NA,NA,NA
"20968","cg18884137",NA,NA,NA
"20969","cg24505375",NA,NA,NA
"20970","cg22685463",NA,NA,NA
"20971","cg23196133",NA,NA,NA
"20972","cg15009813",NA,NA,NA
"20973","cg12045829",NA,NA,NA
"20974","cg00031162",NA,NA,NA
"20975","cg17267493",NA,NA,NA
"20976","cg10353436",NA,NA,NA
"20977","cg05038977",NA,NA,NA
"20978","cg21839522",NA,NA,NA
"20979","cg08656294",NA,NA,NA
"20980","cg00103783",NA,NA,NA
"20981","cg01029592",NA,NA,NA
"20982","cg13098960",NA,NA,NA
"20983","cg26904212",NA,NA,NA
"20984","cg05529097",NA,NA,NA
"20985","cg01191395",NA,NA,NA
"20986","cg01249910",NA,NA,NA
"20987","cg24928161",NA,NA,NA
"20988","cg17338258",NA,NA,NA
"20989","cg10043101",NA,NA,NA
"20990","cg06200013",NA,NA,NA
"20991","cg22175811",NA,NA,NA
"20992","cg11519508",NA,NA,NA
"20993","cg15206330",NA,NA,NA
"20994","cg06587969",NA,NA,NA
"20995","cg01013324",NA,NA,NA
"20996","cg11460029",NA,NA,NA
"20997","cg23671708",NA,NA,NA
"20998","cg23033845",NA,NA,NA
"20999","cg03644378",NA,NA,NA
"21000","cg21068030",NA,NA,NA
"21001","cg03386903",NA,NA,NA
"21002","cg14918082",NA,NA,NA
"21003","cg25011395",NA,NA,NA
"21004","cg01667702",NA,NA,NA
"21005","cg01837574",NA,NA,NA
"21006","cg14425294",NA,NA,NA
"21007","cg25465406",NA,NA,NA
"21008","cg12343777",NA,NA,NA
"21009","cg15799267",NA,NA,NA
"21010","cg03742272",NA,NA,NA
"21011","cg00501366",NA,NA,NA
"21012","cg00184893",NA,NA,NA
"21013","cg10392768",NA,NA,NA
"21014","cg01980637",NA,NA,NA
"21015","cg16545079",NA,NA,NA
"21016","cg08261666",NA,NA,NA
"21017","cg02571905",NA,NA,NA
"21018","cg13325529",NA,NA,NA
"21019","cg19670317",NA,NA,NA
"21020","cg05236474",NA,NA,NA
"21021","cg11009596",NA,NA,NA
"21022","cg12844497",NA,NA,NA
"21023","cg06319579",NA,NA,NA
"21024","cg25827139",NA,NA,NA
"21025","cg26138224",NA,NA,NA
"21026","cg15811235",NA,NA,NA
"21027","cg11178443",NA,NA,NA
"21028","cg07911673",NA,NA,NA
"21029","cg09008187",NA,NA,NA
"21030","cg12989650",NA,NA,NA
"21031","cg19537511",NA,NA,NA
"21032","cg26147338",NA,NA,NA
"21033","cg14069619",NA,NA,NA
"21034","cg18984499",NA,NA,NA
"21035","cg04518106",NA,NA,NA
"21036","cg05334253",NA,NA,NA
"21037","cg09978128",NA,NA,NA
"21038","cg06011292",NA,NA,NA
"21039","cg01044722",NA,NA,NA
"21040","cg06468695",NA,NA,NA
"21041","cg22197033",NA,NA,NA
"21042","cg04259560",NA,NA,NA
"21043","cg21335556",NA,NA,NA
"21044","cg13453139",NA,NA,NA
"21045","cg09528351",NA,NA,NA
"21046","cg17875156",NA,NA,NA
"21047","cg19564877",NA,NA,NA
"21048","cg25964007",NA,NA,NA
"21049","cg04420907",NA,NA,NA
"21050","cg01056568",NA,NA,NA
"21051","cg20261915",NA,NA,NA
"21052","cg04720358",NA,NA,NA
"21053","cg24357161",NA,NA,NA
"21054","cg22471346",NA,NA,NA
"21055","cg13991233",NA,NA,NA
"21056","cg11680741",NA,NA,NA
"21057","cg23400451",NA,NA,NA
"21058","cg00134787",NA,NA,NA
"21059","cg06220958",NA,NA,NA
"21060","cg18432105",NA,NA,NA
"21061","cg19189291",NA,NA,NA
"21062","cg18190433",NA,NA,NA
"21063","cg00480209",NA,NA,NA
"21064","cg03592161",NA,NA,NA
"21065","cg12478185",NA,NA,NA
"21066","cg02337447",NA,NA,NA
"21067","cg25174591",NA,NA,NA
"21068","cg14099017",NA,NA,NA
"21069","cg12344605",NA,NA,NA
"21070","cg21665000",NA,NA,NA
"21071","cg04882759",NA,NA,NA
"21072","cg26162695",NA,NA,NA
"21073","cg08011170",NA,NA,NA
"21074","cg07480567",NA,NA,NA
"21075","cg18236079",NA,NA,NA
"21076","cg13706352",NA,NA,NA
"21077","cg22774127",NA,NA,NA
"21078","cg17639046",NA,NA,NA
"21079","cg00183916",NA,NA,NA
"21080","cg03242666",NA,NA,NA
"21081","cg08343834",NA,NA,NA
"21082","cg26898336",NA,NA,NA
"21083","cg02016419",NA,NA,NA
"21084","cg11371791",NA,NA,NA
"21085","cg10762615",NA,NA,NA
"21086","cg03025569",NA,NA,NA
"21087","cg22997490",NA,NA,NA
"21088","cg07677850",NA,NA,NA
"21089","cg03729431",NA,NA,NA
"21090","cg03073814",NA,NA,NA
"21091","cg23838531",NA,NA,NA
"21092","cg04223442",NA,NA,NA
"21093","cg24443925",NA,NA,NA
"21094","cg02550358",NA,NA,NA
"21095","cg05310071",NA,NA,NA
"21096","cg06537829",NA,NA,NA
"21097","cg03954587",NA,NA,NA
"21098","cg11114344",NA,NA,NA
"21099","cg08270477",NA,NA,NA
"21100","cg18017908",NA,NA,NA
"21101","cg02712165",NA,NA,NA
"21102","cg23423382",NA,NA,NA
"21103","cg03565323",NA,NA,NA
"21104","cg26718122",NA,NA,NA
"21105","cg00718748",NA,NA,NA
"21106","cg10583632",NA,NA,NA
"21107","cg09112782",NA,NA,NA
"21108","cg18152830",NA,NA,NA
"21109","cg23274244",NA,NA,NA
"21110","cg24170090",NA,NA,NA
"21111","cg02889982",NA,NA,NA
"21112","cg05590257",NA,NA,NA
"21113","cg02880176",NA,NA,NA
"21114","cg25448636",NA,NA,NA
"21115","cg02975142",NA,NA,NA
"21116","cg22309826",NA,NA,NA
"21117","cg13823791",NA,NA,NA
"21118","cg13358084",NA,NA,NA
"21119","cg25782563",NA,NA,NA
"21120","cg06990298",NA,NA,NA
"21121","cg12601987",NA,NA,NA
"21122","cg27291501",NA,NA,NA
"21123","cg15994159",NA,NA,NA
"21124","cg03305230",NA,NA,NA
"21125","cg23159296",NA,NA,NA
"21126","cg14808739",NA,NA,NA
"21127","cg06836338",NA,NA,NA
"21128","cg16323498",NA,NA,NA
"21129","cg23830037",NA,NA,NA
"21130","cg20131685",NA,NA,NA
"21131","cg15945417",NA,NA,NA
"21132","cg12997958",NA,NA,NA
"21133","cg18804206",NA,NA,NA
"21134","cg26771272",NA,NA,NA
"21135","cg21955402",NA,NA,NA
"21136","cg24001070",NA,NA,NA
"21137","cg25558099",NA,NA,NA
"21138","cg18958584",NA,NA,NA
"21139","cg16094520",NA,NA,NA
"21140","cg19553721",NA,NA,NA
"21141","cg21279865",NA,NA,NA
"21142","cg09429185",NA,NA,NA
"21143","cg05011018",NA,NA,NA
"21144","cg05127924",NA,NA,NA
"21145","cg12110626",NA,NA,NA
"21146","cg15831452",NA,NA,NA
"21147","cg04747863",NA,NA,NA
"21148","cg27269917",NA,NA,NA
"21149","cg21495715",NA,NA,NA
"21150","cg23276115",NA,NA,NA
"21151","cg16806597",NA,NA,NA
"21152","cg23267110",NA,NA,NA
"21153","cg05492503",NA,NA,NA
"21154","cg02629257",NA,NA,NA
"21155","cg17559549",NA,NA,NA
"21156","cg12353516",NA,NA,NA
"21157","cg09606564",NA,NA,NA
"21158","cg13030582",NA,NA,NA
"21159","cg15014549",NA,NA,NA
"21160","cg17332016",NA,NA,NA
"21161","cg22767735",NA,NA,NA
"21162","cg09303043",NA,NA,NA
"21163","cg24743310",NA,NA,NA
"21164","cg22552966",NA,NA,NA
"21165","cg15796819",NA,NA,NA
"21166","cg27329371",NA,NA,NA
"21167","cg22826936",NA,NA,NA
"21168","cg12324629",NA,NA,NA
"21169","cg02811755",NA,NA,NA
"21170","cg11630242",NA,NA,NA
"21171","cg26357453",NA,NA,NA
"21172","cg07706067",NA,NA,NA
"21173","cg08016363",NA,NA,NA
"21174","cg18881501",NA,NA,NA
"21175","cg05679521",NA,NA,NA
"21176","cg22642718",NA,NA,NA
"21177","cg19383689",NA,NA,NA
"21178","cg08706258",NA,NA,NA
"21179","cg05246522",NA,NA,NA
"21180","cg14237152",NA,NA,NA
"21181","cg07150830",NA,NA,NA
"21182","cg04483754",NA,NA,NA
"21183","cg02497175",NA,NA,NA
"21184","cg19539519",NA,NA,NA
"21185","cg25191725",NA,NA,NA
"21186","cg21784498",NA,NA,NA
"21187","cg01438829",NA,NA,NA
"21188","cg18712119",NA,NA,NA
"21189","cg00464269",NA,NA,NA
"21190","cg27520502",NA,NA,NA
"21191","cg04706338",NA,NA,NA
"21192","cg21846903",NA,NA,NA
"21193","cg06069187",NA,NA,NA
"21194","cg23887396",NA,NA,NA
"21195","cg11653858",NA,NA,NA
"21196","cg10213812",NA,NA,NA
"21197","cg10769011",NA,NA,NA
"21198","cg27607639",NA,NA,NA
"21199","cg14315198",NA,NA,NA
"21200","cg14445437",NA,NA,NA
"21201","cg26147132",NA,NA,NA
"21202","cg06367117",NA,NA,NA
"21203","cg15692239",NA,NA,NA
"21204","cg00449941",NA,NA,NA
"21205","cg08062469",NA,NA,NA
"21206","cg22686523",NA,NA,NA
"21207","cg09076584",NA,NA,NA
"21208","cg20050012",NA,NA,NA
"21209","cg11553177",NA,NA,NA
"21210","cg13045611",NA,NA,NA
"21211","cg19462352",NA,NA,NA
"21212","cg04578090",NA,NA,NA
"21213","cg05668853",NA,NA,NA
"21214","cg21237418",NA,NA,NA
"21215","cg19009921",NA,NA,NA
"21216","cg25138936",NA,NA,NA
"21217","cg07195577",NA,NA,NA
"21218","cg26787505",NA,NA,NA
"21219","cg12971338",NA,NA,NA
"21220","cg02269221",NA,NA,NA
"21221","cg06248182",NA,NA,NA
"21222","cg21069922",NA,NA,NA
"21223","cg13992856",NA,NA,NA
"21224","cg17568035",NA,NA,NA
"21225","cg22176097",NA,NA,NA
"21226","cg10671802",NA,NA,NA
"21227","cg12017007",NA,NA,NA
"21228","cg13564075",NA,NA,NA
"21229","cg06144905",NA,NA,NA
"21230","cg22968401",NA,NA,NA
"21231","cg13525683",NA,NA,NA
"21232","cg25743584",NA,NA,NA
"21233","cg13060405",NA,NA,NA
"21234","cg00426498",NA,NA,NA
"21235","cg07285953",NA,NA,NA
"21236","cg13138279",NA,NA,NA
"21237","cg22120948",NA,NA,NA
"21238","cg05379350",NA,NA,NA
"21239","cg11780934",NA,NA,NA
"21240","cg02717570",NA,NA,NA
"21241","cg26388152",NA,NA,NA
"21242","cg06038133",NA,NA,NA
"21243","cg01491540",NA,NA,NA
"21244","cg18700967",NA,NA,NA
"21245","cg12864903",NA,NA,NA
"21246","cg17723549",NA,NA,NA
"21247","cg26813908",NA,NA,NA
"21248","cg25346576",NA,NA,NA
"21249","cg07855056",NA,NA,NA
"21250","cg05141870",NA,NA,NA
"21251","cg22584138",NA,NA,NA
"21252","cg05016953",NA,NA,NA
"21253","cg07038887",NA,NA,NA
"21254","cg02226939",NA,NA,NA
"21255","cg07156669",NA,NA,NA
"21256","cg08635242",NA,NA,NA
"21257","cg19098314",NA,NA,NA
"21258","cg24793470",NA,NA,NA
"21259","cg06488505",NA,NA,NA
"21260","cg10394139",NA,NA,NA
"21261","cg20525549",NA,NA,NA
"21262","cg18469326",NA,NA,NA
"21263","cg22485810",NA,NA,NA
"21264","cg05052633",NA,NA,NA
"21265","cg00948524",NA,NA,NA
"21266","cg22289810",NA,NA,NA
"21267","cg19959519",NA,NA,NA
"21268","cg13759778",NA,NA,NA
"21269","cg05109049",NA,NA,NA
"21270","cg23352695",NA,NA,NA
"21271","cg04764624",NA,NA,NA
"21272","cg10149836",NA,NA,NA
"21273","cg16910379",NA,NA,NA
"21274","cg12000587",NA,NA,NA
"21275","cg18042079",NA,NA,NA
"21276","cg25098644",NA,NA,NA
"21277","cg27288777",NA,NA,NA
"21278","cg21184495",NA,NA,NA
"21279","cg16007628",NA,NA,NA
"21280","cg08209724",NA,NA,NA
"21281","cg01395672",NA,NA,NA
"21282","cg06168050",NA,NA,NA
"21283","cg09309269",NA,NA,NA
"21284","cg13843603",NA,NA,NA
"21285","cg04106785",NA,NA,NA
"21286","cg07658718",NA,NA,NA
"21287","cg12969595",NA,NA,NA
"21288","cg11833861",NA,NA,NA
"21289","cg26829529",NA,NA,NA
"21290","cg11161417",NA,NA,NA
"21291","cg03805442",NA,NA,NA
"21292","cg21109025",NA,NA,NA
"21293","cg11860203",NA,NA,NA
"21294","cg02936263",NA,NA,NA
"21295","cg08124722",NA,NA,NA
"21296","cg24870391",NA,NA,NA
"21297","cg27000831",NA,NA,NA
"21298","cg01636591",NA,NA,NA
